Status,Title,URL,LocalFile,FileType,Size,LastModified,DownloadResult,Level,Referrer
"Parsed","java.net (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\package-summary.html","HTML","19596","Tue, 21 Jun 2005 02:48:56 GMT","200 OK","0",""
"Parsed","","http://java.sun.com/j2se/1.4.2/docs/api/stylesheet.css","../java.sun.com\j2se\1.4.2\docs\api\stylesheet.css","HTML","1202","Wed, 26 Nov 2003 03:01:09 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","Uses of Package java.net (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-use.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\package-use.html","HTML","43565","Tue, 10 Jan 2006 05:27:19 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","java.net Class Hierarchy (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-tree.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\package-tree.html","HTML","14954","Tue, 21 Jun 2005 03:17:14 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","ContentHandlerFactory (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/ContentHandlerFactory.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\ContentHandlerFactory.html","HTML","10477","Tue, 21 Jun 2005 04:02:04 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","DatagramSocketImplFactory (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/DatagramSocketImplFactory.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\DatagramSocketImplFactory.html","HTML","9926","Tue, 21 Jun 2005 03:42:35 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","FileNameMap (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/FileNameMap.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\FileNameMap.html","HTML","9687","Tue, 21 Jun 2005 03:02:31 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","SocketImplFactory (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/SocketImplFactory.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\SocketImplFactory.html","HTML","9812","Fri, 17 Jun 2005 23:29:35 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","SocketOptions (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/SocketOptions.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\SocketOptions.html","HTML","32679","Fri, 17 Jun 2005 23:04:35 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","URLStreamHandlerFactory (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/URLStreamHandlerFactory.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\URLStreamHandlerFactory.html","HTML","10244","Fri, 17 Jun 2005 20:59:08 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","Authenticator (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/Authenticator.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\Authenticator.html","HTML","28415","Tue, 21 Jun 2005 03:30:40 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","ContentHandler (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/ContentHandler.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\ContentHandler.html","HTML","16876","Tue, 21 Jun 2005 03:48:38 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","DatagramPacket (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/DatagramPacket.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\DatagramPacket.html","HTML","33766","Wed, 15 Jun 2005 16:54:04 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","DatagramSocket (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/DatagramSocket.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\DatagramSocket.html","HTML","67386","Thu, 16 Jun 2005 17:07:07 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","DatagramSocketImpl (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/DatagramSocketImpl.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\DatagramSocketImpl.html","HTML","38875","Tue, 21 Jun 2005 03:45:58 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","HttpURLConnection (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/HttpURLConnection.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\HttpURLConnection.html","HTML","71347","Wed, 15 Jun 2005 17:28:53 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","Inet4Address (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/Inet4Address.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\Inet4Address.html","HTML","29526","Tue, 21 Jun 2005 03:36:29 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","Inet6Address (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/Inet6Address.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\Inet6Address.html","HTML","32232","Tue, 21 Jun 2005 03:44:55 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","InetAddress (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/InetAddress.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\InetAddress.html","HTML","45705","Tue, 21 Jun 2005 03:36:02 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","InetSocketAddress (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/InetSocketAddress.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\InetSocketAddress.html","HTML","22542","Sat, 18 Jun 2005 03:19:41 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","JarURLConnection (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/JarURLConnection.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\JarURLConnection.html","HTML","32715","Tue, 21 Jun 2005 03:47:28 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","MulticastSocket (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/MulticastSocket.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\MulticastSocket.html","HTML","48207","Tue, 21 Jun 2005 03:35:45 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","NetPermission (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/NetPermission.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\NetPermission.html","HTML","16720","Tue, 21 Jun 2005 03:47:25 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","NetworkInterface (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/NetworkInterface.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\NetworkInterface.html","HTML","24422","Sat, 18 Jun 2005 10:25:19 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","PasswordAuthentication (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/PasswordAuthentication.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\PasswordAuthentication.html","HTML","13583","Tue, 21 Jun 2005 03:23:33 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","ServerSocket (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/ServerSocket.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\ServerSocket.html","HTML","49871","Tue, 21 Jun 2005 02:52:32 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","Socket (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/Socket.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\Socket.html","HTML","89643","Tue, 21 Jun 2005 03:50:40 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","SocketAddress (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/SocketAddress.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\SocketAddress.html","HTML","11232","Tue, 21 Jun 2005 02:51:28 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","SocketImpl (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/SocketImpl.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\SocketImpl.html","HTML","40035","Tue, 21 Jun 2005 03:06:13 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","SocketPermission (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/SocketPermission.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\SocketPermission.html","HTML","24467","Tue, 21 Jun 2005 02:55:11 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","URI (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/URI.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\URI.html","HTML","95028","Tue, 21 Jun 2005 03:44:59 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","URL (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/URL.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\URL.html","HTML","62489","Mon, 20 Jun 2005 15:35:53 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","URLClassLoader (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/URLClassLoader.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\URLClassLoader.html","HTML","35814","Tue, 21 Jun 2005 02:51:26 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","URLConnection (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/URLConnection.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\URLConnection.html","HTML","92711","Tue, 21 Jun 2005 03:09:58 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","URLDecoder (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/URLDecoder.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\URLDecoder.html","HTML","16984","Tue, 21 Jun 2005 03:34:21 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","URLEncoder (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/URLEncoder.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\URLEncoder.html","HTML","15420","Tue, 21 Jun 2005 03:04:13 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","URLStreamHandler (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/URLStreamHandler.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\URLStreamHandler.html","HTML","30201","Tue, 21 Jun 2005 03:32:05 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","BindException (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/BindException.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\BindException.html","HTML","13519","Tue, 21 Jun 2005 03:35:52 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","ConnectException (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/ConnectException.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\ConnectException.html","HTML","13806","Tue, 21 Jun 2005 03:33:49 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","MalformedURLException (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/MalformedURLException.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\MalformedURLException.html","HTML","13592","Sun, 19 Jun 2005 11:13:52 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","NoRouteToHostException (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/NoRouteToHostException.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\NoRouteToHostException.html","HTML","14015","Tue, 21 Jun 2005 04:00:36 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","PortUnreachableException (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/PortUnreachableException.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\PortUnreachableException.html","HTML","13786","Tue, 21 Jun 2005 03:22:09 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","ProtocolException (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/ProtocolException.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\ProtocolException.html","HTML","13439","Tue, 21 Jun 2005 03:23:38 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","SocketException (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/SocketException.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\SocketException.html","HTML","13839","Sat, 18 Jun 2005 21:27:17 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","SocketTimeoutException (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/SocketTimeoutException.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\SocketTimeoutException.html","HTML","14606","Tue, 21 Jun 2005 03:28:25 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","UnknownHostException (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/UnknownHostException.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\UnknownHostException.html","HTML","13517","Tue, 21 Jun 2005 04:08:36 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","UnknownServiceException (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/UnknownServiceException.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\UnknownServiceException.html","HTML","13724","Tue, 21 Jun 2005 03:39:39 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","URISyntaxException (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/URISyntaxException.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\URISyntaxException.html","HTML","19043","Tue, 21 Jun 2005 03:40:01 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","Report a Bug or Request a Feature","http://java.sun.com/cgi-bin/bugreport.cgi","../java.sun.com\cgi-bin\bugreport.cgi.html","HTML","22034","","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","","http://java.sun.com/js/omi/jsc/s_code_remote.js","../java.sun.com\js\omi\jsc\s_code_remote.js","HTML","22334","Wed, 24 Jan 2007 20:34:57 GMT","200 OK","1","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-summary.html"
"Parsed","Uses of Interface java.net.ContentHandlerFactory (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/class-use/ContentHandlerFactory.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\class-use\ContentHandlerFactory.html","HTML","8388","Tue, 10 Jan 2006 05:27:31 GMT","200 OK","2","http://java.sun.com/j2se/1.4.2/docs/api/java/net/ContentHandlerFactory.html"
"Parsed","Uses of Class java.net.URL (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/class-use/URL.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\class-use\URL.html","HTML","88763","Tue, 10 Jan 2006 05:27:37 GMT","200 OK","2","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-use.html"
"Parsed","Uses of Class java.net.MalformedURLException (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/class-use/MalformedURLException.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\class-use\MalformedURLException.html","HTML","27709","Tue, 10 Jan 2006 05:27:34 GMT","200 OK","2","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-use.html"
"Parsed","Uses of Class java.net.URI (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/class-use/URI.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\class-use\URI.html","HTML","20462","Tue, 10 Jan 2006 05:27:22 GMT","200 OK","2","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-use.html"
"Parsed","Uses of Class java.net.InetAddress (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/class-use/InetAddress.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\class-use\InetAddress.html","HTML","48813","Tue, 10 Jan 2006 05:27:32 GMT","200 OK","2","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-use.html"
"Parsed","Uses of Class java.net.Authenticator (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/class-use/Authenticator.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\class-use\Authenticator.html","HTML","8250","Tue, 10 Jan 2006 05:27:38 GMT","200 OK","2","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-use.html"
"Parsed","Uses of Class java.net.ContentHandler (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/class-use/ContentHandler.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\class-use\ContentHandler.html","HTML","8336","Tue, 10 Jan 2006 05:27:36 GMT","200 OK","2","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-use.html"
"Parsed","Uses of Class java.net.DatagramPacket (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/class-use/DatagramPacket.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\class-use\DatagramPacket.html","HTML","10914","Tue, 10 Jan 2006 05:27:27 GMT","200 OK","2","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-use.html"
"Parsed","Uses of Class java.net.DatagramSocket (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/class-use/DatagramSocket.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\class-use\DatagramSocket.html","HTML","9711","Tue, 10 Jan 2006 05:27:28 GMT","200 OK","2","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-use.html"
"Parsed","Uses of Class java.net.DatagramSocketImpl (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/class-use/DatagramSocketImpl.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\class-use\DatagramSocketImpl.html","HTML","9086","Tue, 10 Jan 2006 05:27:37 GMT","200 OK","2","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-use.html"
"Parsed","Uses of Interface java.net.DatagramSocketImplFactory (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/class-use/DatagramSocketImplFactory.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\class-use\DatagramSocketImplFactory.html","HTML","8467","Tue, 10 Jan 2006 05:27:25 GMT","200 OK","2","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-use.html"
"Parsed","Uses of Interface java.net.FileNameMap (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/class-use/FileNameMap.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\class-use\FileNameMap.html","HTML","9009","Tue, 10 Jan 2006 05:27:21 GMT","200 OK","2","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-use.html"
"Parsed","Uses of Class java.net.NetworkInterface (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/class-use/NetworkInterface.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\class-use\NetworkInterface.html","HTML","13108","Tue, 10 Jan 2006 05:27:30 GMT","200 OK","2","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-use.html"
"Parsed","Uses of Class java.net.PasswordAuthentication (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/class-use/PasswordAuthentication.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\class-use\PasswordAuthentication.html","HTML","10744","Tue, 10 Jan 2006 05:27:22 GMT","200 OK","2","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-use.html"
"Parsed","Uses of Class java.net.ProtocolException (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/class-use/ProtocolException.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\class-use\ProtocolException.html","HTML","8315","Tue, 10 Jan 2006 05:27:28 GMT","200 OK","2","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-use.html"
"Parsed","Uses of Class java.net.Socket (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/class-use/Socket.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\class-use\Socket.html","HTML","22830","Tue, 10 Jan 2006 05:27:38 GMT","200 OK","2","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-use.html"
"Parsed","Uses of Class java.net.SocketAddress (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/class-use/SocketAddress.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\class-use\SocketAddress.html","HTML","26580","Tue, 10 Jan 2006 05:27:36 GMT","200 OK","2","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-use.html"
"Parsed","Uses of Class java.net.SocketException (Java 2 Platform SE v1.4.2)","http://java.sun.com/j2se/1.4.2/docs/api/java/net/class-use/SocketException.html","../java.sun.com\j2se\1.4.2\docs\api\java\net\class-use\SocketException.html","HTML","36661","Tue, 10 Jan 2006 05:27:30 GMT","200 OK","2","http://java.sun.com/j2se/1.4.2/docs/api/java/net/package-use.html"
